index,width,height,unique,blur,mean,min,max,stdv,file_size,contrast
4483,500,333,0,1518.6349,152.2787,9.0000,255.0000,82.1220,107826,0.9318
4484,333,500,0,794.0452,95.0310,0.0000,255.0000,64.9966,84472,1.0000
4485,500,357,0,4455.4897,76.1869,0.0000,255.0000,71.1489,126917,1.0000
4486,500,333,0,21555.4453,129.9303,0.0000,255.0000,58.0031,194454,1.0000
4487,375,500,0,5640.9556,130.2595,0.0000,255.0000,75.5221,157836,1.0000
4488,500,500,0,17986.0859,102.7326,0.0000,255.0000,57.6784,270469,1.0000
4489,500,333,0,2692.4846,124.1608,0.0000,255.0000,83.0080,96945,1.0000
4490,500,375,0,1054.1465,93.3325,0.0000,254.0000,72.9965,107662,1.0000
4491,479,500,0,1178.5721,116.5263,0.0000,255.0000,76.6430,101479,1.0000
4492,333,500,0,3700.6404,100.0537,0.0000,255.0000,51.3896,128365,1.0000
4493,500,375,0,2256.2603,153.7175,0.0000,255.0000,64.1776,142780,1.0000
4494,500,500,0,10558.7422,123.7737,0.0000,255.0000,66.4900,243362,1.0000
4495,500,375,0,4991.8579,126.2114,0.0000,255.0000,62.8324,181019,1.0000
4496,500,375,0,1530.4327,88.0911,0.0000,255.0000,43.4379,145724,1.0000
4497,500,375,0,11077.4775,141.2455,0.0000,255.0000,67.3906,196260,1.0000
4498,500,375,0,4371.8115,118.5998,0.0000,255.0000,58.7242,146982,1.0000
4499,500,500,0,14851.4053,112.5971,0.0000,255.0000,60.0541,267712,1.0000
4500,500,500,0,7196.3408,117.6418,0.0000,255.0000,60.3269,264946,1.0000
4501,500,375,0,1969.4861,118.2381,0.0000,255.0000,90.5953,113084,1.0000
4502,500,333,0,1324.1920,77.3930,0.0000,255.0000,62.7385,69873,1.0000
4503,375,500,0,1194.7510,58.8020,0.0000,255.0000,47.8210,98175,1.0000
4504,500,333,0,2480.9988,130.9892,0.0000,255.0000,77.1592,97652,1.0000
4505,500,333,0,1208.5717,108.8122,0.0000,255.0000,81.0101,88614,1.0000
4506,500,333,0,6916.9678,132.9012,0.0000,255.0000,59.3798,121549,1.0000
4507,500,500,0,6698.7759,116.4694,0.0000,255.0000,60.7648,247384,1.0000
4508,500,333,0,2596.1006,116.7973,0.0000,255.0000,45.1865,122998,1.0000
4509,500,375,0,754.9355,78.3219,0.0000,255.0000,86.4958,87259,1.0000
4510,333,500,0,807.6594,76.7628,0.0000,255.0000,77.4266,74724,1.0000
4511,500,333,0,9640.9619,119.5331,0.0000,255.0000,76.9588,135787,1.0000
4512,500,375,0,4289.5728,116.3656,0.0000,255.0000,56.5164,186026,1.0000
4513,500,333,0,8144.1904,104.6493,0.0000,255.0000,58.2915,158953,1.0000
4514,500,333,0,12180.4551,118.4896,0.0000,255.0000,52.8581,171246,1.0000
4515,500,449,0,17360.2754,162.9940,0.0000,255.0000,73.6501,303409,1.0000
4516,500,351,0,6992.8711,97.8249,0.0000,255.0000,62.7849,178866,1.0000
4517,333,500,0,3924.2910,134.7484,0.0000,255.0000,84.6020,96470,1.0000
4518,500,375,0,5881.2231,128.4863,0.0000,255.0000,59.2899,110945,1.0000
4519,500,375,0,5441.0132,113.9329,0.0000,255.0000,76.2297,117438,1.0000
4520,281,500,0,5177.0474,114.5699,0.0000,255.0000,49.8482,107443,1.0000
4521,500,375,0,2910.4104,79.3458,0.0000,255.0000,62.7048,99598,1.0000
4522,500,333,0,2922.3784,116.2627,0.0000,255.0000,83.2116,115027,1.0000
4523,500,272,0,20105.4355,119.7394,0.0000,255.0000,66.4215,147322,1.0000
4524,500,334,0,6393.4722,131.9796,0.0000,255.0000,88.9666,132843,1.0000
4525,332,500,0,15598.3096,122.5749,0.0000,255.0000,82.5899,161298,1.0000
4526,500,375,0,640.7100,62.0358,0.0000,255.0000,54.4492,104040,1.0000
4527,401,500,0,1020.6685,52.2711,0.0000,255.0000,38.8261,93478,1.0000
4528,403,500,0,1157.8539,55.1681,0.0000,255.0000,49.7945,101043,1.0000
4529,500,375,0,7004.9194,128.1525,0.0000,255.0000,79.6786,152993,1.0000
4530,500,375,0,6699.9497,117.2419,0.0000,255.0000,90.0636,183930,1.0000
4531,500,333,0,918.0032,140.8312,0.0000,255.0000,82.2941,78888,1.0000
4532,500,375,0,3800.0940,90.9081,0.0000,255.0000,72.1664,123476,1.0000
4533,333,500,0,1700.8848,117.3864,0.0000,255.0000,65.5371,85139,1.0000
4534,500,333,0,10947.6865,124.6606,0.0000,255.0000,87.2945,146940,1.0000
4535,500,333,0,8053.5679,136.4846,0.0000,255.0000,59.7553,141287,1.0000
4536,500,375,0,18746.4258,143.3774,0.0000,255.0000,79.0580,212453,1.0000
4537,333,500,0,2758.0432,124.4548,0.0000,255.0000,82.4974,117543,1.0000
4538,468,500,0,15290.6387,128.7331,0.0000,255.0000,83.4782,223059,1.0000
4539,375,500,0,4322.0850,126.4118,0.0000,255.0000,48.2522,139071,1.0000
4540,500,375,0,12025.5732,123.1167,0.0000,255.0000,57.2713,214643,1.0000
4541,500,375,0,4408.7412,138.0020,0.0000,255.0000,64.0241,161823,1.0000
4542,375,500,0,21269.8418,146.6519,0.0000,255.0000,55.8297,255040,1.0000
4543,500,333,0,6069.5020,120.3557,0.0000,252.0000,59.2209,156693,1.0000
4544,384,500,0,17922.9102,90.0589,0.0000,255.0000,76.4907,205948,1.0000
4545,500,417,0,5059.5176,151.6400,0.0000,255.0000,67.4134,205095,1.0000
4546,500,333,0,11060.7715,123.8658,0.0000,255.0000,59.4922,202636,1.0000
4547,375,500,0,1137.5437,132.0731,0.0000,249.0000,71.3949,111978,1.0000
4548,500,333,0,2659.3884,166.4818,0.0000,255.0000,100.1106,113496,1.0000
4549,500,333,0,1162.3232,93.4497,0.0000,255.0000,71.0495,104144,1.0000
4550,500,333,0,1454.6842,166.6799,0.0000,255.0000,84.1881,124559,1.0000
4551,500,333,0,3829.8247,101.7046,0.0000,255.0000,74.1302,146517,1.0000
4552,386,500,0,4246.3096,114.0439,0.0000,255.0000,37.6577,154002,1.0000
4553,333,500,0,2649.2173,88.5710,0.0000,255.0000,65.7077,106869,1.0000
4554,334,500,0,23243.9082,131.4409,0.0000,255.0000,66.7001,190235,1.0000
4555,500,353,0,19082.8574,106.7019,0.0000,255.0000,85.9152,180932,1.0000
4556,500,375,0,1095.8779,100.4412,0.0000,255.0000,69.1193,108211,1.0000
4557,281,500,0,3941.8918,84.5718,0.0000,255.0000,65.4142,90910,1.0000
4558,500,333,0,11642.9756,107.1285,0.0000,255.0000,57.6442,173074,1.0000
4559,500,375,0,6617.5542,106.4567,0.0000,255.0000,64.4838,143368,1.0000
4560,500,375,0,12560.3145,134.2116,0.0000,255.0000,81.5117,177082,1.0000
4561,500,375,0,6059.6167,98.7574,0.0000,255.0000,81.0193,163589,1.0000
4562,500,281,0,3720.0818,117.0146,0.0000,255.0000,48.6879,96955,1.0000
4563,500,375,0,1626.1542,125.9740,0.0000,255.0000,87.9088,102756,1.0000
4564,332,500,0,11061.4297,132.6874,0.0000,255.0000,63.1139,186677,1.0000
4565,456,500,0,26843.7598,103.1569,0.0000,255.0000,65.5220,265874,1.0000
4566,500,333,0,4754.1792,154.1613,0.0000,255.0000,75.9301,132631,1.0000
4567,500,375,0,8969.1240,104.2336,0.0000,255.0000,77.2193,149907,1.0000
4568,500,375,0,3279.6860,147.6744,0.0000,255.0000,75.8237,112751,1.0000
4569,500,375,0,16072.5283,116.6340,0.0000,255.0000,66.4535,196668,1.0000
4570,500,375,0,1675.1631,135.5579,0.0000,255.0000,90.9297,88335,1.0000
4571,332,500,0,4708.8848,133.5515,0.0000,255.0000,81.8524,120736,1.0000
4572,500,375,0,7187.0444,119.1363,0.0000,255.0000,62.9795,180677,1.0000
4573,332,500,0,8777.4541,149.4521,0.0000,255.0000,84.4130,165808,1.0000
4574,500,375,0,6952.8506,128.0272,0.0000,255.0000,76.2860,183527,1.0000
4575,500,375,0,6404.6079,117.9911,0.0000,255.0000,58.6982,134416,1.0000
4576,334,500,0,3729.3992,97.7773,0.0000,255.0000,66.8029,147600,1.0000
4577,333,500,0,5113.4365,127.7378,0.0000,255.0000,85.2659,135180,1.0000
4578,500,333,0,5743.7114,119.7792,0.0000,255.0000,68.9257,138745,1.0000
4579,500,333,0,1155.0165,76.1683,0.0000,242.0000,60.9609,85788,1.0000
4580,333,500,0,4536.3013,101.3802,0.0000,255.0000,71.0458,121727,1.0000
4581,345,500,0,6120.1045,98.3456,0.0000,255.0000,61.1608,155226,1.0000
4582,500,335,0,6079.9868,108.8254,0.0000,255.0000,61.7984,130409,1.0000
4583,332,500,0,5069.5117,115.3283,0.0000,255.0000,85.4126,128063,1.0000
4584,332,500,0,15945.4482,103.4377,0.0000,255.0000,70.1375,188599,1.0000
4585,375,500,0,7344.7017,119.3183,0.0000,255.0000,67.6762,178751,1.0000
4586,333,500,0,5563.5400,138.9204,0.0000,255.0000,86.6444,132271,1.0000
4587,500,333,0,6803.5400,122.3322,0.0000,255.0000,63.6376,142650,1.0000
4588,500,333,0,5401.4805,145.5199,0.0000,255.0000,84.6759,135612,1.0000
4589,496,500,0,9926.1094,95.6020,0.0000,255.0000,45.2825,253840,1.0000
4590,500,380,0,4605.0054,159.7350,0.0000,255.0000,73.1570,98621,1.0000
4591,500,375,0,14035.3574,153.0543,0.0000,255.0000,50.7029,174274,1.0000
4592,500,375,0,1525.0171,156.8809,0.0000,255.0000,80.7623,85653,1.0000
4593,500,432,0,15479.6641,120.6672,0.0000,255.0000,88.4500,239505,1.0000
4594,333,500,0,10659.1963,111.5037,0.0000,255.0000,72.3929,134549,1.0000
4595,333,500,0,1802.6605,103.3942,0.0000,255.0000,80.2180,101586,1.0000
4596,354,500,0,12458.3271,126.9358,0.0000,255.0000,77.1975,166070,1.0000
4597,500,375,0,4266.0962,127.5444,0.0000,255.0000,61.2943,154406,1.0000
4598,500,336,0,13105.4678,133.9612,0.0000,255.0000,82.9627,181259,1.0000
4599,500,448,0,3943.6650,93.1920,0.0000,255.0000,58.5722,214508,1.0000
4600,500,334,0,2374.8616,186.6007,0.0000,255.0000,52.1810,129669,1.0000
4601,377,500,0,6981.3154,124.0394,0.0000,255.0000,60.9070,139178,1.0000
4602,376,500,0,2387.3491,153.2557,0.0000,255.0000,35.5799,108377,1.0000
4603,500,375,0,427.4778,186.3640,11.0000,255.0000,37.8296,85497,0.9173
4604,500,332,0,4899.5625,87.2677,0.0000,255.0000,82.2983,115049,1.0000
4605,500,500,0,6141.0352,159.7350,0.0000,255.0000,51.7751,177641,1.0000
4606,398,500,0,5154.3872,170.0278,0.0000,255.0000,43.5920,172043,1.0000
4607,500,402,0,1453.0193,107.4619,0.0000,217.0000,43.0452,131312,1.0000
4608,434,500,0,979.9464,133.6963,0.0000,250.0000,65.2338,99265,1.0000
4609,375,500,0,2297.6973,95.8541,0.0000,255.0000,46.6948,147525,1.0000
4610,375,500,0,3524.6409,142.9016,0.0000,255.0000,57.1110,108623,1.0000
4611,433,400,0,1626.6661,129.1973,0.0000,233.0000,44.9280,63781,1.0000
4612,500,439,0,2102.6570,104.7470,0.0000,255.0000,79.8071,97874,1.0000
4613,500,375,0,1370.8387,148.1361,0.0000,255.0000,52.5721,112441,1.0000
4614,375,500,0,733.8882,117.5891,0.0000,255.0000,65.2871,99931,1.0000
4615,500,375,0,414.1039,100.7314,0.0000,212.0000,33.9181,75453,1.0000
4616,500,456,0,2233.6956,155.4438,0.0000,255.0000,58.0232,157131,1.0000
4617,375,500,0,1402.8961,90.0332,0.0000,255.0000,53.2251,137936,1.0000
4618,375,500,0,271.3630,140.6905,0.0000,255.0000,50.8598,55451,1.0000
4619,333,500,0,1232.0151,179.2091,0.0000,255.0000,74.4292,77627,1.0000
4620,320,480,0,589.1415,137.9065,0.0000,240.0000,44.8742,40364,1.0000
4621,500,375,0,2425.3691,126.5878,0.0000,240.0000,41.3650,128320,1.0000
4622,500,333,0,1788.7675,129.1268,0.0000,255.0000,71.2548,98650,1.0000
4623,500,450,0,1531.3802,174.1173,0.0000,255.0000,29.3663,156600,1.0000
4624,500,334,0,1178.2939,122.1808,0.0000,255.0000,50.7418,81241,1.0000
4625,500,333,0,825.3843,69.7404,0.0000,255.0000,63.5328,72194,1.0000
4626,375,500,0,1446.2126,134.0844,0.0000,255.0000,69.2592,118431,1.0000
4627,500,375,0,2830.2883,131.2871,0.0000,255.0000,45.2487,150186,1.0000
4628,333,500,0,1119.2738,165.9000,0.0000,228.0000,21.8296,90060,1.0000
4629,500,313,0,1152.9559,120.9139,0.0000,255.0000,49.1440,95299,1.0000
4630,500,375,0,928.9833,184.0252,23.0000,248.0000,21.9229,105559,0.8303
4631,500,352,0,1736.0643,153.4116,1.0000,249.0000,30.8354,108297,0.9920
4632,500,410,0,620.8257,136.5502,18.0000,250.0000,50.8865,105115,0.8657
4633,500,375,0,1315.6799,165.8085,0.0000,255.0000,65.1916,96322,1.0000
4634,403,500,0,688.7591,131.1070,0.0000,255.0000,56.0549,84282,1.0000
4635,334,500,0,3871.2910,147.6790,0.0000,255.0000,61.8278,100761,1.0000
4636,500,375,0,795.6535,78.9139,0.0000,255.0000,53.5518,114978,1.0000
4637,358,500,0,1395.1622,166.2221,0.0000,255.0000,28.4624,96059,1.0000
4638,500,396,0,623.5939,193.2167,0.0000,255.0000,40.0551,110565,1.0000
4639,500,333,0,883.3362,93.3776,0.0000,251.0000,77.8245,98380,1.0000
4640,500,333,0,1393.4928,126.3461,0.0000,251.0000,43.1334,134832,1.0000
4641,500,333,0,1287.6125,135.7412,0.0000,236.0000,64.9598,123906,1.0000
4642,500,333,0,1207.0973,107.6120,0.0000,246.0000,69.9050,88925,1.0000
4643,500,375,0,1421.7581,130.8961,0.0000,255.0000,34.6283,127697,1.0000
4644,375,500,0,650.5195,95.4283,0.0000,255.0000,47.3505,108234,1.0000
4645,333,500,0,789.5754,120.3348,0.0000,255.0000,83.6232,99753,1.0000
4646,333,500,0,783.6158,173.4448,0.0000,247.0000,32.9328,83449,1.0000
4647,375,500,0,2348.1035,68.2372,0.0000,255.0000,59.4205,150396,1.0000
4648,500,389,0,6055.5327,85.8025,0.0000,255.0000,84.5485,152646,1.0000
4649,333,500,0,748.5132,112.9019,0.0000,186.0000,30.2870,91061,1.0000
4650,500,482,0,4513.9346,109.2061,0.0000,255.0000,44.1400,199659,1.0000
4651,500,500,0,1463.8790,99.7338,0.0000,255.0000,71.9844,133056,1.0000
4652,375,500,0,878.4392,102.1150,0.0000,255.0000,74.9180,115620,1.0000
4653,375,500,0,832.2655,128.6935,0.0000,253.0000,57.7688,107506,1.0000
4654,500,395,0,5196.1455,169.2832,0.0000,255.0000,64.2832,108945,1.0000
4655,258,500,0,1240.3477,105.9279,0.0000,255.0000,65.2531,84284,1.0000
4656,500,500,0,1146.8496,163.2520,0.0000,255.0000,28.1689,159869,1.0000
4657,427,500,0,883.1779,180.2229,0.0000,255.0000,61.9225,160159,1.0000
4658,500,333,0,792.6638,178.1104,0.0000,247.0000,41.4298,108608,1.0000
4659,350,500,0,322.7310,171.8401,0.0000,227.0000,18.2960,111155,1.0000
4660,500,333,0,1647.5986,72.5492,0.0000,227.0000,46.8473,101725,1.0000
4661,376,500,0,2109.7427,151.9195,0.0000,255.0000,56.6639,107898,1.0000
4662,375,500,0,525.1285,65.1932,0.0000,255.0000,69.1106,91649,1.0000
4663,500,334,0,905.0690,105.9794,0.0000,255.0000,41.7636,83898,1.0000
4664,500,500,0,1530.4299,100.5164,0.0000,255.0000,37.2132,175773,1.0000
4665,500,333,0,1703.9974,144.4111,0.0000,255.0000,59.6209,93499,1.0000
4666,333,500,0,731.5434,137.9410,0.0000,255.0000,91.1867,68453,1.0000
4667,386,500,0,2408.9504,142.5054,0.0000,255.0000,47.9215,122993,1.0000
4668,375,500,0,4324.0571,163.7718,0.0000,255.0000,55.3740,152290,1.0000
4669,500,369,0,943.7642,105.3881,0.0000,237.0000,60.6042,109774,1.0000
4670,463,500,0,3201.7917,129.5742,0.0000,254.0000,48.9910,153280,1.0000
4671,375,500,0,1290.9907,130.2583,0.0000,255.0000,67.4972,106887,1.0000
4672,334,500,0,522.0261,213.2105,2.0000,255.0000,34.4775,68575,0.9844
4673,500,376,0,635.9434,95.5791,0.0000,255.0000,68.7943,107221,1.0000
4674,500,334,0,1724.5082,135.8669,0.0000,255.0000,53.5917,92635,1.0000
4675,500,437,0,467.0350,93.4040,0.0000,253.0000,65.8489,79223,1.0000
4676,500,375,0,1891.7726,117.8354,0.0000,255.0000,82.5081,101672,1.0000
4677,375,500,0,1239.9043,85.5830,0.0000,213.0000,66.6777,51659,1.0000
4678,375,500,0,3549.4148,155.6005,1.0000,255.0000,65.0313,120322,0.9922
4679,500,375,0,797.8006,157.1567,0.0000,255.0000,60.5233,96777,1.0000
4680,375,500,0,2756.4568,116.5686,0.0000,255.0000,70.6436,101988,1.0000
4681,500,393,0,1966.3873,119.0641,0.0000,243.0000,44.2175,129419,1.0000
4682,500,375,0,2025.3503,99.7103,0.0000,255.0000,68.7372,113474,1.0000
4683,333,500,0,2747.2976,145.7390,0.0000,252.0000,57.7705,131410,1.0000
4684,500,333,0,1887.8558,122.2518,0.0000,244.0000,51.5141,99588,1.0000
4685,500,333,0,609.6539,151.1993,0.0000,252.0000,31.8442,91749,1.0000
4686,500,436,0,1025.1036,151.0644,0.0000,248.0000,59.6533,96396,1.0000
4687,500,335,0,3273.1101,168.5353,0.0000,255.0000,46.5059,118353,1.0000
4688,484,500,0,4946.8232,147.2632,0.0000,255.0000,47.6767,160684,1.0000
4689,500,350,0,2956.3015,183.9332,0.0000,255.0000,39.9508,136713,1.0000
4690,500,333,0,1116.8873,103.7327,0.0000,244.0000,71.0274,75136,1.0000
4691,375,500,0,4281.1841,126.1265,0.0000,227.0000,41.1896,217815,1.0000
4692,275,196,0,411.5158,130.1156,1.0000,255.0000,29.1926,14245,0.9922
4693,500,333,0,1866.2075,91.1064,0.0000,255.0000,74.5209,85952,1.0000
4694,500,348,0,1666.7124,161.2374,10.0000,255.0000,51.8320,102165,0.9245
4695,500,333,0,2685.0288,114.6115,0.0000,255.0000,77.1817,103227,1.0000
4696,300,225,0,322.4684,129.9395,0.0000,255.0000,48.0837,26525,1.0000
4697,500,375,0,5846.7178,188.2191,0.0000,255.0000,55.9865,134921,1.0000
4698,218,300,0,674.1047,139.0524,0.0000,255.0000,74.6151,10463,1.0000
4699,300,226,0,353.0621,125.6270,0.0000,255.0000,39.5144,9819,1.0000
4700,498,500,0,8539.9199,123.2921,0.0000,255.0000,52.0329,163662,1.0000
4701,300,225,0,198.6218,117.0683,0.0000,255.0000,57.0833,6746,1.0000
4702,300,225,0,653.5718,144.1330,0.0000,255.0000,58.6861,13068,1.0000
4703,300,225,0,83.1843,86.3593,0.0000,255.0000,77.1509,6430,1.0000
4704,500,333,0,1271.8589,152.4198,0.0000,255.0000,74.2678,93077,1.0000
4705,300,225,0,981.5481,114.1044,0.0000,255.0000,57.6794,10323,1.0000
4706,286,300,0,985.8833,105.0678,2.0000,217.0000,44.3764,48912,0.9817
4707,400,302,0,1192.6281,164.3377,0.0000,249.0000,26.6228,19597,1.0000
4708,295,234,0,1383.9580,174.0779,0.0000,255.0000,44.8237,7540,1.0000
4709,466,309,0,156.3819,181.8273,0.0000,248.0000,24.6979,8923,1.0000
4710,259,194,0,414.6087,120.1567,0.0000,255.0000,56.2957,5732,1.0000
4711,470,353,0,234.5078,203.0826,0.0000,255.0000,28.8133,17085,1.0000
4712,500,323,0,2007.3573,177.2374,0.0000,255.0000,53.5229,118085,1.0000
4713,260,194,0,107.9866,90.9531,0.0000,234.0000,71.3540,5892,1.0000
4714,400,291,0,654.7386,98.9807,0.0000,250.0000,84.6467,19802,1.0000
4715,849,566,0,490.2030,97.7844,0.0000,255.0000,76.8268,243822,1.0000
4716,262,335,0,546.9122,160.8477,0.0000,255.0000,81.6330,19330,1.0000
4717,396,307,0,267.7350,150.9707,0.0000,250.0000,52.1166,13898,1.0000
4718,364,369,0,1217.0085,112.5020,0.0000,255.0000,73.2190,24076,1.0000
4719,1024,768,0,1130.9712,200.4209,0.0000,255.0000,46.2527,138714,1.0000
4720,500,379,0,1184.3622,149.1573,0.0000,221.0000,39.6873,95210,1.0000
4721,350,235,0,967.7056,112.1075,0.0000,255.0000,62.3177,13117,1.0000
4722,1280,1024,0,1980.5612,132.9309,0.0000,255.0000,60.9766,277846,1.0000
4723,500,333,0,5882.2979,135.6331,0.0000,255.0000,69.7928,89238,1.0000
4724,300,275,0,961.7935,152.9907,0.0000,255.0000,63.5735,14807,1.0000
4725,500,328,0,5741.0454,134.3291,0.0000,255.0000,92.6751,33150,1.0000
4726,259,194,0,673.5357,84.7221,0.0000,255.0000,62.6465,6798,1.0000
4727,497,275,0,4103.1948,92.2192,0.0000,255.0000,91.3741,32360,1.0000
4728,456,500,0,3079.5815,141.8446,0.0000,255.0000,72.4973,150617,1.0000
4729,500,333,0,480.9832,170.0226,0.0000,255.0000,48.3270,78441,1.0000
4730,500,375,0,885.4420,115.8401,0.0000,255.0000,70.7453,82544,1.0000
4731,350,250,0,765.0366,136.6221,0.0000,255.0000,81.9121,23156,1.0000
4732,400,500,0,2896.7820,149.8214,0.0000,255.0000,50.0933,113844,1.0000
4733,500,333,0,1263.6426,133.0220,0.0000,250.0000,49.5754,80361,1.0000
4734,500,333,0,1058.5984,116.2056,0.0000,255.0000,59.0595,118138,1.0000
4735,500,333,0,952.0707,130.9633,0.0000,255.0000,60.5691,95496,1.0000
4736,500,375,0,2133.0393,56.0455,0.0000,255.0000,40.7846,144056,1.0000
4737,500,333,0,4949.2402,112.9503,0.0000,253.0000,45.2343,154694,1.0000
4738,500,375,0,1690.8922,97.4291,0.0000,255.0000,51.5876,98895,1.0000
4739,333,500,0,1305.9512,149.1510,27.0000,255.0000,54.1629,107941,0.8085
4740,600,398,0,236.2340,126.8897,0.0000,255.0000,98.0820,23310,1.0000
4741,500,333,0,4451.0830,168.5054,0.0000,255.0000,52.7340,125415,1.0000
4742,500,333,0,11309.4062,136.8269,0.0000,255.0000,51.4129,136985,1.0000
4743,500,380,0,3078.2988,201.4638,2.0000,253.0000,33.2921,82706,0.9843
4744,500,281,0,2620.4976,127.7382,0.0000,255.0000,53.7425,118365,1.0000
4745,462,500,0,3709.2766,108.7616,0.0000,255.0000,76.5131,170955,1.0000
4746,500,332,0,519.5037,81.1641,0.0000,232.0000,30.3544,73673,1.0000
4747,500,375,0,2734.9966,153.6526,0.0000,255.0000,52.8433,136051,1.0000
4748,322,500,0,2450.3196,44.8384,0.0000,255.0000,48.6484,74366,1.0000
4749,375,500,0,1305.3589,155.2088,0.0000,255.0000,61.9837,97602,1.0000
4750,600,700,0,890.0271,68.7916,0.0000,251.0000,36.5966,59134,1.0000
4751,425,500,0,4883.0645,125.4802,0.0000,255.0000,68.3268,153419,1.0000
4752,500,375,0,4193.0527,110.1848,0.0000,255.0000,75.0824,146488,1.0000
4753,375,500,0,2019.9055,111.4245,0.0000,255.0000,64.1111,127891,1.0000
4754,333,500,0,3779.5281,94.1732,0.0000,255.0000,57.2150,94351,1.0000
4755,500,486,0,1245.4126,161.5558,0.0000,255.0000,38.4277,148864,1.0000
4756,500,409,0,3649.3657,157.4164,0.0000,254.0000,32.7655,134752,1.0000
4757,500,333,0,615.6473,139.3795,0.0000,255.0000,48.4690,83969,1.0000
4758,500,480,0,1753.9307,154.3794,0.0000,255.0000,37.5024,119428,1.0000
4759,600,428,0,740.6664,57.7432,0.0000,235.0000,58.6992,35711,1.0000
4760,500,333,0,428.0550,118.1430,0.0000,255.0000,29.3654,80930,1.0000
4761,332,500,0,776.1526,185.3661,0.0000,248.0000,45.9203,81144,1.0000
4762,500,351,0,2164.7095,108.9241,0.0000,255.0000,78.0532,127929,1.0000
4763,500,333,0,1684.6063,146.4971,0.0000,255.0000,60.8211,144900,1.0000
4764,500,333,0,1476.2760,129.9272,0.0000,223.0000,46.9495,121964,1.0000
4765,500,375,0,539.9704,139.3363,0.0000,255.0000,47.8943,124411,1.0000
4766,500,442,0,4075.8101,143.1272,0.0000,255.0000,70.4171,172472,1.0000
4767,500,456,0,3061.3440,168.2847,0.0000,255.0000,58.2423,205308,1.0000
4768,500,491,0,3854.0002,152.4106,0.0000,255.0000,64.4752,193085,1.0000
4769,500,375,0,1424.2091,123.6121,8.0000,235.0000,54.8708,124084,0.9342
4770,334,500,0,1626.4865,102.4816,0.0000,255.0000,71.0549,91732,1.0000
4771,333,500,0,2646.6919,101.6868,0.0000,255.0000,36.7586,96564,1.0000
4772,500,375,0,3977.2644,118.0690,0.0000,255.0000,68.5883,163997,1.0000
4773,500,334,0,3497.2996,39.8140,0.0000,255.0000,52.5496,85124,1.0000
4774,372,500,0,1969.1785,187.2113,0.0000,255.0000,29.7898,137181,1.0000
4775,375,500,0,2850.1162,82.0354,0.0000,255.0000,74.5250,121987,1.0000
4776,500,333,0,1750.6729,171.1781,0.0000,255.0000,48.0087,89132,1.0000
4777,500,375,0,1126.9133,133.2926,0.0000,255.0000,37.1323,119275,1.0000
4778,500,378,0,1210.0776,104.6764,0.0000,255.0000,76.7055,95343,1.0000
4779,333,500,0,1901.1884,132.8881,0.0000,255.0000,32.5443,80740,1.0000
4780,500,375,0,1409.7664,91.9059,0.0000,255.0000,79.5274,88401,1.0000
4781,500,399,0,773.0945,153.8360,9.0000,253.0000,42.0744,108207,0.9313
4782,500,375,0,1646.9417,126.7075,0.0000,255.0000,59.3551,126440,1.0000
4783,500,402,0,1289.8816,130.9348,21.0000,243.0000,43.7347,126660,0.8409
4784,500,482,0,1137.0854,159.8583,0.0000,255.0000,47.4282,174239,1.0000
4785,333,500,0,1367.4788,198.1696,11.0000,255.0000,40.1774,100250,0.9173
4786,500,375,0,835.8062,137.6255,0.0000,244.0000,39.8697,120220,1.0000
4787,333,500,0,708.0051,154.7394,0.0000,255.0000,56.2019,94029,1.0000
4788,332,500,0,1506.9099,107.9694,0.0000,232.0000,79.2687,105470,1.0000
4789,500,350,0,7214.6460,108.2388,0.0000,255.0000,62.7399,118520,1.0000
4790,500,333,0,391.4480,134.9131,14.0000,240.0000,59.6839,77477,0.8898
4791,500,332,0,2329.7395,114.5571,0.0000,255.0000,58.0236,132679,1.0000
4792,500,375,0,958.3362,120.0088,0.0000,255.0000,55.4060,110883,1.0000
4793,500,500,0,2095.5889,171.3446,0.0000,255.0000,47.1797,164207,1.0000
4794,333,500,0,576.4644,135.9327,0.0000,254.0000,60.2261,81890,1.0000
4795,500,380,0,5051.1084,115.6645,0.0000,255.0000,49.9225,149473,1.0000
4796,346,500,0,3886.6562,129.8971,0.0000,255.0000,46.5391,124857,1.0000
4797,375,500,0,941.5486,152.4373,0.0000,248.0000,44.6979,103348,1.0000
4798,487,500,0,2125.9480,138.3940,0.0000,255.0000,51.7274,150238,1.0000
4799,500,353,0,7584.3315,141.0861,0.0000,255.0000,56.5998,128045,1.0000
4800,500,375,0,930.1818,189.3139,0.0000,255.0000,51.6221,99518,1.0000
4801,500,375,0,1020.9159,179.9688,0.0000,255.0000,46.6200,103260,1.0000
4802,500,375,0,1248.6198,110.7195,0.0000,251.0000,49.2068,109194,1.0000
4803,500,357,0,6429.3892,96.9093,0.0000,255.0000,49.7897,156376,1.0000
4804,500,375,0,2111.4509,84.1840,0.0000,255.0000,61.3964,115588,1.0000
4805,375,500,0,2846.2119,123.2149,0.0000,255.0000,81.0546,107408,1.0000
4806,500,333,0,3616.1541,154.1589,0.0000,255.0000,33.6838,166082,1.0000
4807,500,333,0,3453.3674,147.1494,0.0000,255.0000,70.1755,137187,1.0000
4808,500,375,0,4251.2866,164.2086,0.0000,253.0000,38.3186,129409,1.0000
